institution,Date,Title,URL,tone,mentions_cooperation,mentions_competition,cooperation_type,thematic_tags,justification,length_words
Weizmann Institut,28.06.2023,על נגיפים רדומים וחלבונים מגינים,https://heb.wis-wander.weizmann.ac.il/life-sciences/n-12003,neutral,yes,no,inter-university,virology;cellular biology;genetics;immune system,The article discusses research collaboration without competitive elements.,867
Weizmann Institut,16.06.2023,לקרוא באבק,https://heb.wis-wander.weizmann.ac.il/earth-sciences/n-12001,cooperative,yes,no,international,research;artificial intelligence;meteorology;environment,The article emphasizes collaboration with another researcher for joint scientific advancement.,666
Weizmann Institut,11.06.2023,סעודה בשידור חי,https://heb.wis-wander.weizmann.ac.il/life-sciences/n-11999,neutral,no,no,none,immunology;cellular biology,No signs of competition or collaboration were found.,967
Weizmann Institut,05.06.2023,"""שלחנו מייל בתפוצה רחבה וביום אחד הצטרפו עוד 10 נגנים""",https://heb.wis-wander.weizmann.ac.il/campus/n-11997,mixed,yes,no,inter-university,science;music;collaboration;student life;multiculturalism,The article highlights the collaborative nature of the orchestra composed of students and scientists and their shared passion for music,845
Weizmann Institut,01.06.2023,319 שגרירים של מדע פורץ דרך,https://heb.wis-wander.weizmann.ac.il/campus/n-11995,neutral,no,yes,none,graduation;diversity;innovation,The article highlights the graduation ceremony and diversity but does not emphasize competition or collaboration.,1046
Weizmann Institut,29.05.2023,רוחות של שינוי אקלים,https://heb.wis-wander.weizmann.ac.il/earth-sciences/n-11994,neutral,no,no,none,climate change;research methodology;atmosphere dynamics,No signs of competition or collaboration were found.,583
Weizmann Institut,23.05.2023,החל מיולי: מכון ויצמן למדע ואגודת מקס פלאנק ישיקו תוכנית פוסט-דוקטורט חדשה,https://heb.wis-wander.weizmann.ac.il/campus/n-11991,cooperative,yes,no,international,academia;science;partnerships,The article highlights an international collaboration between Weizmann Institute and Max Planck Society for a postdoctoral program.,261
Weizmann Institut,21.05.2023,אין עשן בלי דלקת,https://heb.wis-wander.weizmann.ac.il/life-sciences/n-11990,cooperative,yes,no,international,immunology;collaboration;research,The article highlights collaboration between Israeli and German scientists inspired by the Abraham Accords.,911
Weizmann Institut,17.05.2023,"""צעד אחר צעד, גם אם לפעמים זה צעד אחורה. העיקר להמשיך לחקור""",https://heb.wis-wander.weizmann.ac.il/campus/n-11956,cooperative,yes,no,inter-university,diversity;education;research,The article highlights a program aimed at promoting students from underrepresented groups in academia.,1202
Weizmann Institut,08.05.2023,למה חולי סרטן מאבדים משקל?,https://heb.wis-wander.weizmann.ac.il/life-sciences/n-11920,mixed,yes,no,inter-university;cancer research;medical research,The article discusses collaborative research between multiple institutions, but also focuses on unique insights and developments from Weizmann Institute.,1142
Weizmann Institut,03.05.2023,מחרישי הטרשת,https://heb.wis-wander.weizmann.ac.il/life-sciences/n-11917,mixed,yes,no,international,medical research;neurology;collaboration;scientific advancement,The article highlights significant research progress with international collaboration but lacks competitive elements.,681
Weizmann Institut,01.05.2023,הירוק החדש: הצמח הדרום-אפריקאי שנושף בעורפו של הקנאביס,https://heb.wis-wander.weizmann.ac.il/earth-sciences/n-11915,neutral,no,no,none,botany;pharmacology;innovation,No signs of competition or collaboration were found.,858
Weizmann Institut,27.04.2023,אחרי יותר מ-100 שנה: נפתרה חידת ייצור תאי הדם האדומים,https://heb.wis-wander.weizmann.ac.il/life-sciences/n-11913,cooperative,yes,no,international,medical research;innovation;cell biology;endocrinology,The article highlights collaboration between researchers from different continents to identify EPO-producing cells.,1166
Weizmann Institut,21.04.2023,"ויהי אור, יותר אור",https://heb.wis-wander.weizmann.ac.il/space-physics/n-11911,cooperative,yes,no,none,technology;research advancement;physics,The article discusses collaborative research efforts at the Weizmann Institute to enhance OLED efficiency,953
Weizmann Institut,13.04.2023,עד 2031 תגיע לצדק: טכנולוגיה ישראלית בדרך לחלל העמוק,https://heb.wis-wander.weizmann.ac.il/space-physics/n-11909,cooperative,yes,no,industry;aerospace;space exploration;technology development,The article emphasizes collaboration between academia and industry for a space mission.,ERR,818
Weizmann Institut,07.04.2023,יד ראשונה מחוקר!,https://heb.wis-wander.weizmann.ac.il/campus/n-11907,cooperative,yes,no,industry;sustainability;efficiency,The article emphasizes collaboration within the institute to improve equipment recycling and sustainability efforts.,ERR,729
Weizmann Institut,26.03.2023,נושאים עיניים לשמיים,https://heb.wis-wander.weizmann.ac.il/space-physics/n-11906,competitive,no,yes,none,astronomy;telescopes;innovation,The article emphasizes the advanced capabilities of the new telescope array,202
Weizmann Institut,20.03.2023,פרופ' מיכל שוורץ – כלת פרס ישראל בתחום מדעי החיים,https://heb.wis-wander.weizmann.ac.il/people-and-events-he/n-11891,competitive,no,yes,none,awards;research breakthroughs;neuroscience,The article emphasizes the prestigious recognition of Prof. Schwartz's innovative achievements with the Israel Prize.,436
Weizmann Institut,14.03.2023,על סופות אבק וחיידקים עזי רוח,https://heb.wis-wander.weizmann.ac.il/earth-sciences/n-11889,mixed,yes,yes,inter-university,environment;health;microbiology,The article discusses collaborative research efforts but also highlights the uniqueness of the findings in this study.,818
Weizmann Institut,08.03.2023,לטפל באירוע לב לפני שהוא קורה,https://heb.wis-wander.weizmann.ac.il/life-sciences/n-11887,neutral,yes,no,none,medical research;cardiovascular health,The article discusses a groundbreaking research on heart regeneration without indicating competition or collaboration with other institutions.,1087
Weizmann Institut,05.03.2023,לשים רגל לסרטן,https://heb.wis-wander.weizmann.ac.il/life-sciences/n-11885,cooperative,yes,no,international,immunotherapy;cancer research;antibody engineering;collaboration,The article emphasizes collaborative research efforts with international partners to improve cancer immunotherapy treatments.,859
Weizmann Institut,27.02.2023,חיים על כף המאזניים: משקל יונקי הבר מתגמד אל מול חיות המשק,https://heb.wis-wander.weizmann.ac.il/earth-sciences/n-11883,neutral,yes,no,inter-university,environment;biomass;anthropogenic impact,The article provides an informative account on biomass research without emphasizing competition or collaboration.,715
Weizmann Institut,22.02.2023,עיניים חדשות על העולם הקוונטי,https://heb.wis-wander.weizmann.ac.il/space-physics/n-11881,neutral,no,yes,none,quantum physics;innovation;materials science,The article describes a breakthrough in quantum imaging technology without clear signs of collaboration or competition.,1095
Weizmann Institut,21.02.2023,"נאס""א תשגר את טלסקופ החלל הישראלי הראשון ULTRASAT",https://heb.wis-wander.weizmann.ac.il/space-physics/n-11879,mixed,yes,yes,international,space;cooperation;innovation;technology,The article discusses both international collaboration with NASA and the innovative aspects of the space telescope project.,594
Weizmann Institut,13.02.2023,קלוז-אפ מולקולרי,https://heb.wis-wander.weizmann.ac.il/space-physics/n-11853,cooperative,yes,no,international,medical imaging;quantum technology;research collaboration,The article highlights cooperation between Weizmann Institute and University of Stuttgart in developing new imaging technology.,665
Weizmann Institut,08.02.2023,בריונים בשכונה התאית,https://heb.wis-wander.weizmann.ac.il/life-sciences/n-11851,cooperative,yes,no,industry;cancer research;genetic mutations;cellular environment,The article highlights collaboration with multiple international research centers for cancer research.,ERR,1130
Weizmann Institut,03.02.2023,מפקד האוכלוסין של פרוקי הרגליים: סוגיה סביבתית כבדת משקל,https://heb.wis-wander.weizmann.ac.il/earth-sciences/n-11849,neutral,no,no,none,ecology;arthropods;environment,No signs of competition or collaboration were found.,760
Weizmann Institut,26.01.2023,החלבון לובש פראדה,https://heb.wis-wander.weizmann.ac.il/life-sciences/n-11847,cooperative,yes,no,institutional,research;biotechnology;health;innovation;collaboration,The article highlights collaboration within the institute to develop a new technology for protein tagging.,937
Weizmann Institut,23.01.2023,מדוע במבט מהחלל נראים שני חצאי כדור-הארץ בהירים באותה המידה?,https://heb.wis-wander.weizmann.ac.il/space-physics/n-11845,cooperative,yes,no,international,earth sciences;climate change;cloud studies;scientific discovery,The article highlights collaboration between the Weizmann Institute and international researchers to solve a scientific mystery.,727
Weizmann Institut,18.01.2023,נינוחים מלידה,https://heb.wis-wander.weizmann.ac.il/life-sciences/n-11844,neutral,no,no,none,mental health;biology;genetics,No signs of competition or collaboration were found.,820
Weizmann Institut,12.01.2023,קפיצת מדרגה בהנדסת חלבונים,https://heb.wis-wander.weizmann.ac.il/chemistry/n-11841,cooperative,yes,no,international,biomolecular sciences;enzyme engineering;green technology;machine learning;protein engineering,The article highlights collaboration between Weizmann Institute and international universities for innovative enzyme design.,897
Weizmann Institut,26.12.2022,הצצה חד-פעמית,https://heb.wis-wander.weizmann.ac.il/life-sciences/n-11839,cooperative,yes,no,inter-university,neuroscience;visual perception;computer vision,The article highlights collaboration between researchers in different departments to study the human visual system.,526
Weizmann Institut,23.12.2022,אלקטרון במנוסה,https://heb.wis-wander.weizmann.ac.il/space-physics/n-11837,cooperative,yes,no,international,quantum mechanics;chirality;electron behavior;light interaction;international collaboration,The article highlights a collaborative research effort between institutions in Israel and France.,569
Weizmann Institut,06.12.2022,ערש האבולוציה של החלבונים,https://heb.wis-wander.weizmann.ac.il/chemistry/n-11835,mixed,yes,yes,inter-university,protein evolution;origin of life;biophysics,The article highlights both cooperation among institutions and significant scientific discoveries.,1092
Weizmann Institut,01.12.2022,ליווי צמוד וחלקלק: האם הריר שלנו מעורב בחילוף החומרים בגוף?,https://heb.wis-wander.weizmann.ac.il/chemistry/n-11817,neutral,no,no,none,biochemistry;nutrition;health,No signs of competition or collaboration were found.,910
Weizmann Institut,21.11.2022,"""גוף שרוקד וגם רועד""",https://heb.wis-wander.weizmann.ac.il/campus/n-11814,cooperative,yes,no,industry;inter-university;international,dance;science,The article emphasizes collaborations between scientists and dancers,858
Weizmann Institut,15.11.2022,דרך שני תאי עצב עובר קו התנהגות אחד,https://heb.wis-wander.weizmann.ac.il/life-sciences/n-11813,cooperative,yes,no,inter-university,neuroscience;genetics;behavioral_science,The article discusses a collaborative research effort examining neural pathways in worms.,894
Weizmann Institut,07.11.2022,להרחיב את גבולות האפשר,https://heb.wis-wander.weizmann.ac.il/people-and-events-he/n-11810,mixed,yes,yes,inter-university;international,awards;recognition;diversity;collaboration;science;excellence;inspiration,The article highlights the awarding of honorary doctorates to diverse individuals,1443
Weizmann Institut,31.10.2022,"""בואו! אנחנו כאן כדי לעזור לכם""",https://heb.wis-wander.weizmann.ac.il/technology/n-11792,cooperative,yes,no,industry;innovation;technology transfer;research development,The article emphasizes collaboration between academia and industry to advance scientific research into practical applications.,ERR,1299
Weizmann Institut,25.10.2022,כשהווירוסים מנצחים,https://heb.wis-wander.weizmann.ac.il/life-sciences/n-11778,cooperative,yes,no,international,immune_systems;virology;collaboration,The article highlights collaboration between Weizmann Institute and Harvard Medical School.,657
Weizmann Institut,12.10.2022,מחברים אמנות ומדע: המחזור הראשון של תוכנית אמן אורח במכון ויצמן,https://heb.wis-wander.weizmann.ac.il/campus/n-11776,cooperative,yes,no,inter-university,art;science;collaboration;interdisciplinary,The article highlights a unique program fostering collaboration and dialogue between artists and scientists.,548
Weizmann Institut,30.09.2022,התנגשות בחלל העמוק,https://heb.wis-wander.weizmann.ac.il/space-physics/n-11775,cooperative,yes,no,international,space;asteroids;collaboration;NASA,The article highlights the collaboration of Weizmann scientists as part of an international team in a NASA mission.,378
Weizmann Institut,29.09.2022,הפטריות שמסתתרות בתוך גידולים סרטניים,https://heb.wis-wander.weizmann.ac.il/life-sciences/n-11772,cooperative,yes,no,international,cancer research;microbiome;medical collaboration,The article emphasizes collaboration between Weizmann Institute and UC San Diego in cancer research.,849
Weizmann Institut,14.09.2022,החיים בכיס הקטן,https://heb.wis-wander.weizmann.ac.il/chemistry/n-11770,mixed,yes,yes,international;industry;research,The article highlights both the collaborative international research aspect and the innovative nature of the discovery.,ERR,717
Weizmann Institut,08.09.2022,טיפה של דם לאבחון סרטן,https://heb.wis-wander.weizmann.ac.il/life-sciences/n-11766,mixed,yes,yes,inter-university,medical research;technological innovation;artificial intelligence;collaboration;early cancer detection,The article highlights both groundbreaking research collaboration and innovative advancements in cancer diagnosis technology.,847
Weizmann Institut,07.09.2022,פרס קוולי לפרופ' יעקב סגיב,https://heb.wis-wander.weizmann.ac.il/chemistry/n-11768,competitive,no,yes,none,awards;nanoscience;innovation,The article emphasizes the significant achievement of Prof. Sagiv as the first Israeli to receive this prestigious prize.,231
Weizmann Institut,31.08.2022,סרטן עם הגב לקיר,https://heb.wis-wander.weizmann.ac.il/life-sciences/n-11764,mixed,yes,yes,international,cancer research;drug resistance;genetics;collaboration;innovation,The article highlights both international collaboration and innovative research findings.,927
Weizmann Institut,24.08.2022,כשתאי העצב מחליפים הילוך: כיצד מתמודד המוח עם שינויים פתאומיים,https://heb.wis-wander.weizmann.ac.il/life-sciences/n-11762,neutral,no,no,none,neuroscience;cognitive science;research,The article is informative and does not emphasize any collaboration or competition.,730
Weizmann Institut,19.08.2022,בלי קלוריות אבל לא בלי מחיר: איך משפיעים תחליפי הסוכר על גוף האדם,https://heb.wis-wander.weizmann.ac.il/life-sciences/n-11759,mixed,yes,no,none,health;microbiome research;nutrition,The article discusses cooperative research but highlights the unique findings related to sugar substitutes' impact on health.,707
Weizmann Institut,04.08.2022,בול פגיעה,https://heb.wis-wander.weizmann.ac.il/life-sciences/n-11745,mixed,yes,yes,industry;inter-university;health;microbiology;innovation;startups,The article discusses both a collaborative research effort and an innovative therapeutic development.,ERR,965
Weizmann Institut,01.08.2022,"בלי ביצית, בלי זרע  ובלי רחם: מדעני מכון ויצמן למדע יצרו מודל מלאכותי של עוברי עכברים",https://heb.wis-wander.weizmann.ac.il/life-sciences/n-11743,neutral,no,no,none,stem cells;development;innovation,No signs of competition or collaboration were found.,840
Weizmann Institut,26.07.2022,אר-אן-אי 90210,https://heb.wis-wander.weizmann.ac.il/life-sciences/n-11741,neutral,yes,no,none,RNA;genetics;cellular biology,No signs of competition or collaboration were found.,641
Weizmann Institut,12.07.2022,כוח-העל של עובר בן יומו,https://heb.wis-wander.weizmann.ac.il/life-sciences/n-11739,neutral,no,yes,none,stem cells;embryology;research,The article is informative,742
Weizmann Institut,03.07.2022,הבינה המלאכותית עולה כיתה,https://heb.wis-wander.weizmann.ac.il/science-teaching/n-11735,cooperative,yes,no,inter-university;industry,AI in education;teacher-technology interaction;educational innovation,The article highlights collaborative research efforts and partnerships in AI for education.,741
Weizmann Institut,27.06.2022,התאים שמונעים מהפטרייה שלכם לחזור,https://heb.wis-wander.weizmann.ac.il/life-sciences/n-11733,mixed,yes,no,inter-university,immunology;fungal infections;medical research;Candida,The article highlights collaborative research without competitive claims.,906
Weizmann Institut,24.06.2022,מריח כמו תחילתה של ידידות מופלאה,https://heb.wis-wander.weizmann.ac.il/life-sciences/n-11730,mixed,no,yes,none,social behavior;human relationships;scent research,The article emphasizes research achievements but doesn't highlight collaboration explicitly.,547
Weizmann Institut,23.06.2022,"""לכוון הכי גבוה שאפשר – ואז גבוה יותר""",https://heb.wis-wander.weizmann.ac.il/campus/n-11728,mixed,yes,yes,inter-university,graduation;inspiration;perseverance;science;awards;collaboration;challenges,The article includes inspirational talks focused on collaboration and personal achievements,935
Weizmann Institut,13.06.2022,השאלה הבוערת: באתר ארכיאולוגי בגליל נחשפו ראיות נדירות לשימוש באש לפני יותר מ-800 אלף שנה,https://heb.wis-wander.weizmann.ac.il/scientific-archaeology/n-11699,cooperative,yes,no,inter-university;international,archaeology;innovation;AI;collaboration,The article highlights collaboration between multiple universities for research using innovative methods.,891
Weizmann Institut,31.05.2022,לצלוח את התעלה: כיצד פועלת המולקולה הכי מבטיחה כיום לטיפול בדיכאון?,https://heb.wis-wander.weizmann.ac.il/life-sciences/n-11697,cooperative,yes,no,inter-university,mental health;depression research;ketamine study;scientific advancement,The article highlights collaborative research between Weizmann Institute and Max Planck Institute.,938
Weizmann Institut,27.05.2022,"הלך לעולמו פרופ' מיכאל סלע, לשעבר נשיא מכון ויצמן למדע ומעמודי התווך של המדע הישראלי והבינלאומי",https://heb.wis-wander.weizmann.ac.il/milestone/n-11693,neutral,no,yes,none,obituary;legacy;scientific achievements;awards;medicine,The article highlights Michael Sela's achievements and awards but does not emphasize collaboration.,1268
Weizmann Institut,26.05.2022,סופות אזהרה: נתוני האמת חושפים – משבר האקלים מתקדם מהר מהצפוי,https://heb.wis-wander.weizmann.ac.il/earth-sciences/n-11692,mixed,yes,yes,international,research;climate change;collaboration;competition,The article describes a collaborative international study with notable findings impacting both scientific predictions and climate policy.,700
Weizmann Institut,25.05.2022,קשר דם,https://heb.wis-wander.weizmann.ac.il/life-sciences/n-11689,neutral,yes,no,international,biology;development;research;medicine,The article is informational and does not emphasize competition or collaboration but highlights a scientific discovery.,969
Weizmann Institut,18.05.2022,פתיחת מעגל,https://heb.wis-wander.weizmann.ac.il/life-sciences/n-11685,neutral,no,no,none,biochemistry;genetics;metabolism,No signs of competition or collaboration were found.,681
Weizmann Institut,10.05.2022,לעשות מחיידק פיל,https://heb.wis-wander.weizmann.ac.il/life-sciences/n-11669,mixed,yes,yes,inter-university,genetic research;RNA;cellular processes,The article highlights both cooperative research efforts and novel scientific discoveries.,671
Weizmann Institut,26.04.2022,ארוחת בוקר של אלופים,https://heb.wis-wander.weizmann.ac.il/chemistry/n-11658,neutral,no,no,none,marine biology;ecology;evolution,No signs of competition or collaboration were found.,840
Weizmann Institut,24.04.2022,אישור FDA לחיסון דור שלישי לצהבת נגיפית B,https://heb.wis-wander.weizmann.ac.il/technology/n-11653,cooperative,yes,yes,industry;health;biotechnology;vaccines,The article highlights collaboration with biotech companies and FDA approval alongside unique achievements in vaccine development.,ERR,468
Weizmann Institut,12.04.2022,חלבוני העתיד כבר כאן,https://heb.wis-wander.weizmann.ac.il/chemistry/n-11645,mixed,yes,yes,inter-university,sustainability;biotechnology;protein-design,The article discusses both collaboration with international researchers and technological breakthroughs in enzyme stability prediction,771
Weizmann Institut,31.03.2022,המוטציה הטובה,https://heb.wis-wander.weizmann.ac.il/life-sciences/n-11639,mixed,no,no,none,neurology;research;ALS,The article discusses a scientific discovery without emphasizing collaboration or competition.,666
Weizmann Institut,04.04.2022,בעור חדש: להפוך כל תא בדרך להבנה של מחלה אוטואימונית נדירה,https://heb.wis-wander.weizmann.ac.il/life-sciences/n-11641,cooperative,yes,no,inter-university,medical research;disease study;fibroblast research,The article highlights collaboration between researchers from different universities and medical centers.,961
Weizmann Institut,23.03.2022,השחקנים החדשים במלחמה בסרטן,https://heb.wis-wander.weizmann.ac.il/life-sciences/n-11636,mixed,yes,yes,industry;cooperation;treatment;research,The article discusses collaborative research efforts and the innovative potential of natural antibodies in cancer treatment, highlighting both cooperation and competition aspects.,822
Weizmann Institut,22.03.2022,ישראל נכנסת למועדון המחשוב הקוונטי,https://heb.wis-wander.weizmann.ac.il/space-physics/n-11634,competitive,no,yes,none,quantum computing;innovation;technology development,The article emphasizes the unique and pioneering development of a quantum computer in Israel and highlights its competitive standing globally.,965
Weizmann Institut,13.03.2022,חוקרי ויצמן הצעירים,https://heb.wis-wander.weizmann.ac.il/people-and-events-he/n-11632,cooperative,yes,no,inter-university;international,diversity;education;science outreach;inclusion,The article highlights a new program aimed at diversity and inclusion involving cooperation between Weizmann and various academic backgrounds.,918
Weizmann Institut,18.02.2022,אין כפל מבצעים,https://heb.wis-wander.weizmann.ac.il/life-sciences/n-11606,mixed,yes,no,none,immunology;autoimmune diseases;infection research;vaccination,The article discusses immune system cooperation in infection response alongside new treatment possibilities but lacks competitive language.,720
Weizmann Institut,01.03.2022,לא כל הנוגדנים נולדו שווים,https://heb.wis-wander.weizmann.ac.il/life-sciences/n-11622,mixed,yes,no,none,health;immunology;COVID-19;vaccine,The article describes a collaborative research effort but also emphasizes unique insights and findings from the study.,712
Weizmann Institut,22.02.2022,המלחמה באלימות,https://heb.wis-wander.weizmann.ac.il/life-sciences/n-11608,cooperative,yes,no,international,breast cancer;research;drug development,The article highlights cooperation between Weizmann Institute and multiple international research institutions for cancer research.,759
Weizmann Institut,15.02.2022,"מיטוכונדריה תעני, זה אני",https://heb.wis-wander.weizmann.ac.il/life-sciences/n-11603,neutral,yes,no,none,cell_biology;research_findings,The article is informative,711
Weizmann Institut,03.02.2022,בראשית היה סבון,https://heb.wis-wander.weizmann.ac.il/chemistry/n-11600,neutral,no,no,none,origin of life;RNA;micelles;scientific debate,No signs of competition or collaboration were found.,850
Weizmann Institut,31.01.2022,מבעד לרקמות: החיים החדשים של סריקות ה-MRI,https://heb.wis-wander.weizmann.ac.il/chemistry/n-11598,mixed,yes,yes,inter-university,biotechnology;genetic engineering;MRI,The article describes innovative collaboration and technological advancements,623
Weizmann Institut,23.01.2022,ללא צום או הרדמה: שיטה לא פולשנית לאבחון מחלות מעי דלקתיות עשויה להחליף בדיקות קולונוסקופיה,https://heb.wis-wander.weizmann.ac.il/life-sciences/n-11596,cooperative,yes,no,inter-university,medical research;innovation;diagnostics,The article highlights collaboration between Weizmann Institute and Sheba Medical Center in developing a diagnostic method.,700
Weizmann Institut,20.01.2022,לדעת מתי לעצור,https://heb.wis-wander.weizmann.ac.il/life-sciences/n-11594,mixed,yes,yes,international,immune system;collaboration;innovation;cell research,The article highlights both international scientific collaboration and innovative research in the immune system field.,779
Weizmann Institut,12.01.2022,בום באמצע היקום,https://heb.wis-wander.weizmann.ac.il/space-physics/n-11592,neutral,yes,no,inter-university,research;astronomy;supernovae,No signs of competition were found,873
Weizmann Institut,30.12.2021,התא של כל התאים,https://heb.wis-wander.weizmann.ac.il/life-sciences/n-11482,neutral,no,no,none,stem cells;organ transplants;scientific research,The article is informative and focuses on research developments without highlighting competition or collaboration.,543
Weizmann Institut,28.12.2021,מישהו לשחות איתו,https://heb.wis-wander.weizmann.ac.il/life-sciences/n-11561,cooperative,yes,no,international,neuroscience;genetics;social behavior;oxytocin;zebrafish;developmental biology,The article emphasizes international collaboration between Weizmann Institute and researchers from Portugal in joint research.,821
Weizmann Institut,23.12.2021,לישון עם האויב,https://heb.wis-wander.weizmann.ac.il/life-sciences/n-11560,neutral,no,no,none,immune system;disease research;scientific discovery,The article focuses on scientific discovery and findings without emphasizing competition or collaboration.,605
Weizmann Institut,17.12.2021,איך אנחנו גדלים: גרסת התלת-ממד,https://heb.wis-wander.weizmann.ac.il/life-sciences/n-11555,neutral,yes,no,inter-university;research;innovation,The article focuses on the development of a new imaging technique and its collaborative nature without indicating competition.,ERR,714
Weizmann Institut,20.12.2021,סטייק בצלוחית: מדעני מכון ויצמן למדע גילו מסלול מהיר ליצירת סיבי שריר,https://heb.wis-wander.weizmann.ac.il/life-sciences/n-11557,cooperative,yes,no,industry,cellular biology;muscle regeneration;cultured meat,The article highlights collaboration between researchers within the institution and potential industry applications.,806
Weizmann Institut,09.12.2021,לא בלבלב לבדו: התגלו תאים המייצרים אינסולין במעי העובר,https://heb.wis-wander.weizmann.ac.il/life-sciences/n-11553,cooperative,yes,no,international,diabetes research;stem cell research;innovation;genetics,The article emphasizes joint research efforts between the Weizmann Institute and Yale University.,665
Weizmann Institut,08.12.2021,האקדח המעשן של גמילה מסיגריות והשמנה,https://heb.wis-wander.weizmann.ac.il/life-sciences/n-11551,mixed,yes,yes,none,health;microbiome;smoking;metabolism;innovative_treatment,The article discusses both collaborative research elements and competitive innovative findings in obesity treatment.,827
Weizmann Institut,01.12.2021,המאבק המשותף של חיידקים וצמחים,https://heb.wis-wander.weizmann.ac.il/life-sciences/n-11542,cooperative,yes,no,institutional,plant immunity;scientific research;agriculture improvement,The article highlights collaboration among international researchers to uncover plant defense mechanisms.,533
Weizmann Institut,30.11.2021,מערבולת של אטום אחד,https://heb.wis-wander.weizmann.ac.il/space-physics/n-11543,cooperative,yes,no,inter-university,quantum physics;atomic microscopy;collaborative research,The article highlights a collaborative research effort between multiple academic institutions.,723
Weizmann Institut,28.11.2021,להדביק את המחלה,https://heb.wis-wander.weizmann.ac.il/life-sciences/n-11480,yes,no,international,research;drug development;oncology;international collaboration,The article emphasizes international collaboration among multiple universities and research institutions in cancer drug development.,ERR,595
Weizmann Institut,19.11.2021,ריח של חדש: מולקולת ריח גוף הנפוצה בתינוקות  מפחיתה תוקפנות בגברים ומגבירה אותה בנשים,https://heb.wis-wander.weizmann.ac.il/life-sciences/n-11521,mixed,yes,yes,international,neuroscience;chemical signals;gender differences;social behavior,The article discusses both collaboration with international scientists and competitive findings in human behavioral research.,869
Weizmann Institut,09.11.2021,תרומה של 50 מיליון דולר מקרן עזריאלי תסייע למדעני מכון ויצמן למדע לפצח את צפונות המוח האנושי,https://heb.wis-wander.weizmann.ac.il/people-and-events-he/n-11518,cooperative,yes,no,industry,brain research;philanthropy;innovation,The article highlights a major philanthropic donation enabling the establishment of a new multidisciplinary research institute.,545
Weizmann Institut,08.11.2021,מצוינות ללא גבולות,https://heb.wis-wander.weizmann.ac.il/people-and-events-he/n-11517,neutral,no,no,none,ceremony;awards;recognition,No signs of competition or collaboration were found.,717
Weizmann Institut,03.11.2021,התא במיעוטו,https://heb.wis-wander.weizmann.ac.il/life-sciences/n-11503,mixed,yes,yes,inter-university,genetic sequencing;rare cells;methodology;disease research;immune response,The article discusses a new method that involves both cooperation (research collaboration) and competition (innovation in sequencing technology).,801
Weizmann Institut,07.11.2021,במקום השמיני בעולם במדד איכות המחקר – מכון ויצמן למדע,https://heb.wis-wander.weizmann.ac.il/people-and-events-he/n-11505,competitive,no,yes,none,rankings;scientific impact;global recognition,The article emphasizes the institute's high rankings and achievements in global evaluations.,240
Weizmann Institut,28.10.2021,עד כמה עמוק הכתם הכי מפורסם במערכת השמש,https://heb.wis-wander.weizmann.ac.il/space-physics/n-11500,cooperative,yes,no,international,space exploration;Jupiter;scientific research;atmospheric studies,The article highlights the cooperation between Weizmann Institute and NASA's Juno mission.,853
Weizmann Institut,19.10.2021,"להישיר מבט אל קצה היקום: מכון ויצמן למדע מצטרף לשותפות טלסקופ הענק ""מגלן""",https://heb.wis-wander.weizmann.ac.il/space-physics/n-11498,cooperative,yes,no,international,astronomy;technology;collaboration;space exploration,The article emphasizes collaboration by joining an international partnership for the Magellan Telescope project.,473
Weizmann Institut,18.10.2021,לזהות דפוסים במרק,https://heb.wis-wander.weizmann.ac.il/chemistry/n-11477,neutral,no,no,none,research;chemistry;origin of life,No signs of competition or collaboration were found.,539
Weizmann Institut,11.10.2021,ג'אם סשן של תאים,https://heb.wis-wander.weizmann.ac.il/life-sciences/n-11479,neutral,no,no,none,biology;research,The article is informative and discusses research findings without highlighting competition or collaboration.,579
Weizmann Institut,15.10.2021,לפרוץ את גבולות האימונותרפיה,https://heb.wis-wander.weizmann.ac.il/life-sciences/n-11495,cooperative,yes,no,inter-university;industry,immunotherapy;cancer research;collaboration,The article highlights a collaborative effort in developing a new systematic approach for immunotherapy involving multiple academic and industry partners.,882
Weizmann Institut,05.10.2021,חלוקת הקשב של כלי הדם,https://heb.wis-wander.weizmann.ac.il/life-sciences/n-11481,mixed,yes,yes,international,genetics;cancer research;vascular biology;cell division;growth mechanisms,The article discusses both the collaborative effort in research and the competitive discovery of a new biological mechanism.,586
Weizmann Institut,03.10.2021,מה שטוב לניו-יורק,https://heb.wis-wander.weizmann.ac.il/chemistry/n-11478,mixed,yes,yes,inter-university,biomolecular science;protein evolution;bioinformatics,The article highlights collaboration between institutions for a study while also emphasizing the uniqueness and findings of their research.,677
Weizmann Institut,29.09.2021,מענק מיוחד יאפשר לקדם את פיתוחה של גלולה פשוטה וזולה נגד קורונה,https://heb.wis-wander.weizmann.ac.il/technology/n-11484,cooperative,yes,no,international;inter-university,philanthropy;drug development;global health;open science,The article emphasizes worldwide collaboration and joint efforts to develop a COVID-19 treatment.,577
Weizmann Institut,06.09.2021,סודות הגרעין,https://heb.wis-wander.weizmann.ac.il/life-sciences/n-11462,cooperative,yes,no,inter-university,genetics;cellular biology;research collaboration,The article highlights the collaboration between experimental and theoretical research groups.,764
