institution,Date,Title,URL,tone,mentions_cooperation,mentions_competition,cooperation_type,thematic_tags,justification,length_words
BIU,28.03.2024 | יח אדר,הקורבנות השקופים של המלחמה,https://www.biu.ac.il/article/490198,cooperative,yes,no,inter-university;governmental,education;community outreach;war impact,The article highlights collaboration between the university,529
BIU,14.02.2025 | טז שבט,כל הדרכים להתקבל ללימודים לתואר,https://www.biu.ac.il/article/482700,neutral,no,no,none,education;admissions,No signs of competition or collaboration were found.,452
BIU,26.03.2024 | טז אדר,מחשבון התאמות האפוד האקדמי,https://www.biu.ac.il/article/475207,cooperative,yes,no,none,student aid;military;support,The article highlights cooperative efforts by providing accommodations and support for students affected by the conflict.,180
BIU,14.03.2024 | ד אדר,קורס ליזמים חברתיים,https://www.biu.ac.il/article/385696,cooperative,yes,no,inter-university,community engagement;social initiatives;Israeli society,The article highlights collaborative community projects and diverse student participation aimed at impacting Israeli society.,214
BIU,25.03.2024 | טו אדר,המרכז לכימיה תרגומית מקדם יישומים שישפרו את חיינו,https://www.biu.ac.il/article/467715,cooperative,yes,no,inter-university;industry,health;agriculture;food,The article highlights strategic partnerships within academia and industry for collaborative research.,262
BIU,25.03.2024 | טו אדר,"נפטרה פרופ' מרים פאוסט, לשעבר רקטור אוניברסיטת בר-אילן",https://www.biu.ac.il/article/467712,neutral,no,no,none,obituary;academic contributions;women in academia,No signs of competition or collaboration were found.,662
BIU,21.03.2024 | יא אדר,מקדמת את מעמד האישה בעולם,https://www.biu.ac.il/article/437772,competitive,no,yes,none,gender equality;human rights;awards,The article emphasizes the recognition and awards received by the professor for her exceptional achievements.,404
BIU,19.03.2024 | ט אדר,"""הקלות מרחיקות לכת יפגעו בסטודנטים""",https://www.biu.ac.il/article/422795,neutral,yes,no,none,education;military;policy,No signs of competition or collaboration were found.,304
BIU,22.07.2024 | טז תמוז,משנכנס אדר מרבין בסוכר,https://www.biu.ac.il/article/422792,neutral,yes,no,international,health;tradition;community,The article focuses on health recommendations and awareness without emphasizing competition or collaboration.,1013
BIU,17.02.2025 | יט שבט,מדע ללא מחסומים: שבוע הגישה הפתוחה בבר-אילן,https://www.biu.ac.il/article/407832,cooperative,yes,no,international,open access;research;collaboration,The article emphasizes international collaboration and support for open access research.,336
BIU,14.03.2024 | ד אדר,בימת המחקר 2024,https://www.biu.ac.il/article/385698,neutral,no,no,none,recognition;academic event,The article is informational and highlights an internal university event without signs of competition or collaboration.,91
BIU,12.03.2024 | ב אדר,אלימות שלא מבחינה בין מעמדות,https://www.biu.ac.il/article/370934,mixed,no,yes,none,gender studies;violence against women;research,The article focuses on Esther Bloomberg's unique achievements and recognitions in her research on hidden violence against women.,408
BIU,10.03.2024 | ל אדר,"בר-אילן מביאה את היום הפתוח לבסיסי צה""ל",https://www.biu.ac.il/article/356175,cooperative,yes,no,industry,support for reservists;academia outreach,The article highlights cooperation between the university and military bases to support reservists in pursuing higher education.,181
BIU,06.03.2024 | כו אדר,משבר האנרגיה בלבנון והמלחמה בעזה,https://www.biu.ac.il/article/326657,cooperative,yes,no,international,energy;diplomacy;conflict resolution,The article highlights American mediation efforts and negotiations involving multiple nations to ease tensions.,521
BIU,05.03.2024 | כה אדר,יש כל כך הרבה דברים שחשוב לדעת לפני שנרשמים ללימודים,https://www.biu.ac.il/article/319278,neutral,no,no,none,admissions;open day,No signs of competition or collaboration were found.,87
BIU,05.03.2024 | כה אדר,"מסלול קבלה מיוחד למשרתי מילואים, קבע וזרועות הביטחון",https://www.biu.ac.il/page/311887,neutral,no,no,none,admissions policy;military service,No signs of competition or collaboration were found.,193
BIU,03.03.2024 | כג אדר,מתווה קבלה ללימודים למשרתי המילואים ולאנשי קבע,https://www.biu.ac.il/article/304508,neutral,no,no,none,admissions;military service;exemptions,No signs of competition or collaboration were found.,216
BIU,03.03.2024 | כג אדר,נבחרת הפקולטה למשפטים ניצחה בתחרות משפט בינלאומי-הומניטרי,https://www.biu.ac.il/article/304505,competitive,no,yes,none,legal studies;international law;student achievements,The article emphasizes the faculty's victory in a national competition showcasing exceptional student achievements.,249
BIU,29.02.2024 | כ אדר,מאגר מידע  על המחלות הגנטיות הנדירות בישראל,https://www.biu.ac.il/article/282369,cooperative,yes,no,inter-university,genetic diseases;research collaboration;public awareness,The article highlights a joint initiative between Bar-Ilan University and the Weizmann Institute of Science.,1043
BIU,29.02.2024 | כ אדר,מכשירים את משפטני העתיד,https://www.biu.ac.il/article/274989,neutral,no,no,none,law;education;innovation,The article describes program updates without emphasizing competition or cooperation.,423
BIU,20.02.2024 | יא אדר,מתחילים ללמוד לתואר בסמסטר ב' אביב 2024,https://www.biu.ac.il/page/142147,neutral,no,no,none,none,ERR,19
BIU,18.02.2024 | ט אדר,נותנים מענה לצורכי השעה בתכנון סביבתי,https://www.biu.ac.il/article/201179,cooperative,yes,no,international,urban planning;sustainability;international cooperation,The article highlights international collaborations and joint research agreements.,254
BIU,14.02.2024 | ה אדר,פתרונות מבוססי טבע לבעיית ההתחממות,https://www.biu.ac.il/article/164286,neutral,no,no,none,academic research;environmental sustainability;urban planning,No signs of competition or collaboration were found.,292
BIU,13.02.2024 | ד אדר,תואר דוקטור לשם כבוד לחיים ילין,https://www.biu.ac.il/article/164285,neutral,no,no,none,awards;ceremony;recognition,No signs of competition or collaboration were found.,225
BIU,13.02.2024 | ד אדר,להגן על העיר מפגיעת השפעות ההתחדשות העירונית,https://www.biu.ac.il/article/164281,mixed,yes,yes,inter-university,urban renewal;commerce;gentrification;business,The article discusses both collaborative research efforts and competitive impacts of urban renewal.,417
BIU,13.02.2024 | ד אדר,פרס החוקר הצעיר המצטיין לפרופ' מלאכי נוקד,https://www.biu.ac.il/article/156903,competitive,no,yes,none,chemistry;awards;research achievements;energy,The article emphasizes the professor's prestigious award and his groundbreaking contributions in the field.,198
BIU,07.02.2024 | כח שבט,לשמר את נכסי הרוח והתרבות של ישראל,https://www.biu.ac.il/article/120009,neutral,yes,no,inter-university,literature;library;academic governance,No signs of competition were found,376
BIU,01.02.2024 | כב שבט,יום הסרטן הבינלאומי,https://www.biu.ac.il/article/83132,mixed,yes,no,inter-university;industry;international,cancer;research;innovation;health,The article highlights collaboration across various faculties and with another university while focusing on innovative cancer treatment studies.,343
BIU,31.01.2024 | כא שבט,"""המוזיקה תבטא את הזעם לצד הנחמה""",https://www.biu.ac.il/article/83127,neutral,no,no,none,cultural studies;music composition;social impact,No signs of competition or collaboration were found.,430
BIU,30.01.2024 | כ שבט,סטודיו חדש להקמת מיזמי דיפ-טק,https://www.biu.ac.il/article/75757,cooperative,yes,no,industry,entrepreneurship;innovation;technology,The article emphasizes the cooperation between Bar-Ilan University and Meitav Dash in launching a new venture studio.,294
BIU,28.01.2024 | יח שבט,איסוף מוזיקה בסטרימינג מגביר את ההנאה מהאזנה,https://www.biu.ac.il/article/61055,mixed,yes,no,none,technology;psychology;music appreciation;streaming,The article mentions cooperative research efforts but primarily focuses on individual enjoyment findings.,419
BIU,28.01.2024 | יח שבט,שיתוף פעולה בין מכבי צפון לספרת הסוכרת בגליל,https://www.biu.ac.il/article/61052,cooperative,yes,no,inter-university;industry;community;government;philanthropy,healthcare;chronic_diseases;community_impact;public_health,The article emphasizes collaboration between multiple entities to improve healthcare in the Galilee region.,303
BIU,25.01.2024 | טו שבט,פרס מפעל חיים לפרופ' איתן גלבוע,https://www.biu.ac.il/article/39068,competitive,no,yes,none,awards;academic excellence;international relations,The article emphasizes the awarding of a prestigious lifetime achievement prize and highlights Prof. Gilboa's significant contributions and accolades.,259
BIU,22.01.2024 | יב שבט,רופא ולוחם במילואים,https://www.biu.ac.il/article/31725,neutral,no,no,none,alumni;medicine;military service,No signs of competition or collaboration were found.,276
BIU,15.01.2024 | ה שבט,שבוע חזרה לכשירות אקדמית למשרתי המילואים,https://www.biu.ac.il/article/31691,cooperative,yes,no,none,support for veterans;academic assistance;scholarships,The article highlights the university's efforts to support reservist students returning from service.,174
BIU,14.01.2024 | ד שבט,בר-אילן מציינת מאה ימים לשבעה באוקטובר,https://www.biu.ac.il/article/31677,neutral,no,no,none,memorial;solidarity,No signs of competition or collaboration were found.,612
BIU,09.01.2024 | כח טבת,רכזי המילואים במחלקות,https://www.biu.ac.il/article/31642,neutral,no,no,none,none,ERR,468
BIU,08.01.2024 | כז טבת,בר-אילן העניקה מלגות בשווי 13 מיליון שקלים,https://www.biu.ac.il/article/31629,cooperative,yes,no,none,financial aid;military support;academic policies,The article highlights Bar-Ilan University's initiative to support reservists financially and academically as part of a cooperative effort.,283
BIU,04.01.2024 | כג טבת,"ד""ר אלון ברש",https://www.biu.ac.il/article/31613,cooperative,yes,no,inter-university,anthropology;anatomy;military collaboration,The article highlights collaboration between Dr. Barash and multiple organizations for identifying missing persons.,281
BIU,04.01.2024 | כג טבת,מה למדנו מהגיבורים ההיסטוריים,https://www.biu.ac.il/article/31607,neutral,no,no,none,inspiration;history;personal growth,No signs of competition or collaboration were found.,640
BIU,03.01.2024 | כב טבת,קורס הכשרה לטיפול בנפגעי טראומה,https://www.biu.ac.il/article/31596,neutral,no,no,none,psychology;trauma;academic_programs,No signs of competition or collaboration were found.,185
BIU,03.01.2024 | כב טבת,רחלי וסאל,https://www.biu.ac.il/article/31594,cooperative,yes,no,international,resource_mobilization;settlement;leadership,The article highlights collaboration with procurement entities and support for settlements through an international foundation.,436
BIU,01.01.2024 | כ טבת,עדו ניב,https://www.biu.ac.il/article/31576,neutral,no,no,none,military service;personal story,The article is a personal account and does not highlight competition or cooperation.,339
BIU,31.12.2023 | יט טבת,"""שירות המילואים לא יפגע בעתידכם המקצועי""",https://www.biu.ac.il/article/31566,cooperative,yes,no,none,education;student support;military support,The article emphasizes support and collaboration for reserve students.,170
BIU,26.12.2023 | יד טבת,גל יוסף,https://www.biu.ac.il/article/31420,cooperative,yes,no,none,student support;financial aid,The article highlights the establishment of a support fund for students,66
BIU,26.12.2023 | יד טבת,ישראל אלגברלי,https://www.biu.ac.il/article/31419,cooperative,yes,no,none,support;students;military;aid,The article highlights the establishment of a support fund for students,67
BIU,25.12.2023 | יג טבת,מרים קרנץ,https://www.biu.ac.il/article/31401,neutral,no,no,none,personal narrative;immigration;community involvement,No signs of competition or collaboration were found.,325
BIU,24.12.2023 | יב טבת,ניל בר,https://www.biu.ac.il/article/31387,mixed,yes,no,international,academia;military;personal_experience,The article discusses both collaboration with international universities for academic deadlines and personal military service without emphasizing one clearly.,303
BIU,20.12.2023 | ח טבת,מיזם הסברה פרו-ישראלי המתבסס על AI,https://www.biu.ac.il/article/31368,cooperative,yes,no,industry;technology;advocacy,The article highlights the collaborative effort of students and alumni joining forces to develop an AI project for advocacy purposes.,ERR,315
BIU,20.12.2023 | ח טבת,"ד""ש עם שיר עברי לחיזוק המורל",https://www.biu.ac.il/article/31367,cooperative,yes,no,none,mental_health;music_support;student_life,The article highlights a project aimed at supporting students emotionally through music during wartime.,448
BIU,18.12.2023 | ו טבת,פרופ' שלמה הבלין זכה במדליית Bakhuis Roozeboom,https://www.biu.ac.il/article/31353,competitive,no,yes,none,awards;research;physics,The article emphasizes Prof. Havlin receiving a prestigious international award.,266
BIU,14.12.2023 | ב טבת,"מפגשי ההכנה לקראת פתיחת שנת הלימודים תשפ""ד",https://www.biu.ac.il/article/23844,neutral,no,no,none,orientation;student support;webinars,No signs of competition or collaboration were found.,117
BIU,12.12.2023 | כט כסלו,חודשיים למלחמה - נוטעים ושרים,https://www.biu.ac.il/article/23832,neutral,no,no,none,memorial;community support;war impact,No signs of competition or collaboration were found.,236
BIU,08.12.2023 | כה כסלו,ראשי האוניברסיטאות מגיבים לדברי נשיאות האוניברסיטאות בארה״ב,https://www.biu.ac.il/article/23819,neutral,no,no,none,none,ERR,497
BIU,07.12.2023 | כד כסלו,פלטפורמה דיגיטלית למעבר משגרה לחירום,https://www.biu.ac.il/article/23816,cooperative,yes,no,inter-university;industry;international,public health;emergency management;healthcare inequalities,The article emphasizes collaboration in health management across local authorities and universities.,619
BIU,05.12.2023 | כב כסלו,פז סנפיר,https://www.biu.ac.il/article/23805,cooperative,yes,no,none,support;students;finance,The article highlights a support initiative for students,70
BIU,05.12.2023 | כב כסלו,גליה פרידבורג,https://www.biu.ac.il/article/23803,mixed,yes,no,none,military service;education;support systems,The article discusses military cooperation and support from the university,211
BIU,04.12.2023 | כא כסלו,גל ענתבי,https://www.biu.ac.il/article/23794,neutral,no,no,none,support;students;fundraising,No signs of competition or collaboration were found.,62
BIU,04.12.2023 | כא כסלו,נטליה סלייב,https://www.biu.ac.il/article/23792,neutral,no,no,none,student support;aid;military service,No signs of competition or collaboration were found.,68
BIU,01.09.2024 | כח אב,בר-אילן מצטרפת להשבתת המשק ב-2.9,https://www.biu.ac.il/article/23789,neutral,no,no,none,activism;university_governance,No signs of competition or collaboration were found.,97
BIU,27.11.2023 | יד כסלו,אקדימה - לימודי המשך להתפתחות אישית ולהכשרה מקצועית,https://www.biu.ac.il/article/23768,neutral,no,no,none,continuing education;professional development;online learning,No signs of competition or collaboration were found.,281
BIU,23.11.2023 | י כסלו,איתן לויטס,https://www.biu.ac.il/article/23762,cooperative,yes,no,none,economic support;student aid,The article highlights the establishment of a financial aid fund to support students serving in the military,61
BIU,23.11.2023 | י כסלו,יעל דהן,https://www.biu.ac.il/article/23761,cooperative,yes,no,none,student aid;war effort;community support,The article highlights the establishment of a support fund for students involved in the war effort.,321
BIU,23.11.2023 | י כסלו,איתן אפרת,https://www.biu.ac.il/article/23756,mixed,yes,yes,military aid,student support;psychological support;war effort,The article discusses both the cooperative effort of creating a support fund for students in military service and the competitive aspect of relying on university knowledge in military roles.,405
BIU,22.11.2023 | ט כסלו,"""אנו מגויסים למענכם""",https://www.biu.ac.il/article/23753,cooperative,yes,no,inter-university,student support;emergency aid;community initiatives,The article emphasizes the university's cooperation and support efforts for reservist students.,235
BIU,22.11.2023 | ט כסלו,טלי קלנדריוב,https://www.biu.ac.il/article/23747,neutral,yes,no,none,military;student support,No signs of competition were found,67
BIU,22.11.2023 | ט כסלו,סרן ר׳,https://www.biu.ac.il/article/23746,cooperative,yes,no,none,student support;financial aid;military service,The article highlights a special scholarship fund initiated to support students serving in military frontline roles.,111
BIU,21.11.2023 | ח כסלו,הבעת תמיכה מחוקרי אוניברסיטת צ'ארלס בפראג,https://www.biu.ac.il/article/23743,mixed,yes,yes,international,international relations;support;academic collaboration,The article highlights both support and admiration for achievements.,102
BIU,19.11.2023 | ו כסלו,אלישיב נתיב,https://www.biu.ac.il/article/23735,mixed,yes,no,none,military;philanthropy;education,The article discusses both the cooperation in supporting students at the front and mentions no competition-related aspects.,295
BIU,19.11.2023 | ו כסלו,רעות גנות,https://www.biu.ac.il/article/23732,mixed,yes,no,none,student life;military service;health,The article includes both cooperation between the university and its students and the unique commitment of a student in a competitive military role.,308
BIU,16.11.2023 | ג כסלו,קרן סיוע לתמיכה כלכלית בסטודנטים שבחזית,https://www.biu.ac.il/article/23729,cooperative,yes,no,none,economic support;military support;student welfare,The article highlights the university's efforts to support students financially,185
BIU,16.11.2023 | ג כסלו,שמעון דיין,https://www.biu.ac.il/article/23722,neutral,no,no,none,military;student support,The article is informative,351
BIU,14.11.2023 | א כסלו,מור שפירא,https://www.biu.ac.il/article/23716,neutral,no,no,none,intelligence;media;conflict,No signs of competition or collaboration were found.,632
BIU,14.11.2023 | א כסלו,אמיר רוטשילד,https://www.biu.ac.il/article/23714,cooperative,yes,no,none,student support;military support,The article focuses on collective efforts and support for soldiers from the university community.,144
BIU,13.11.2023 | כט חשון,איך לנהל את מחלת הסוכרת במצבי מלחמה ומשבר,https://www.biu.ac.il/article/23711,cooperative,yes,no,inter-university,health;conflict management;public health,The article highlights a cooperative initiative by the university to provide guidelines for managing diabetes during wartime.,334
BIU,13.11.2023 | כט חשון,שגרה חינוכית הרחק מהבית,https://www.biu.ac.il/article/23710,cooperative,yes,no,industry;inter-university;international,social responsibility;child development;special education;community engagement,The article highlights collaboration with the municipality and multiple faculty members for a joint educational initiative.,237
BIU,13.11.2023 | כט חשון,גיל מנצר,https://www.biu.ac.il/article/23708,neutral,no,no,none,student support;military support,No signs of competition or collaboration were found.,100
BIU,13.11.2023 | כט חשון,אביעד שרץ,https://www.biu.ac.il/article/23706,mixed,yes,no,none,student support;volunteering;military service,The article highlights student volunteering and a support fund,98
BIU,13.11.2023 | כט חשון,עידן סניור,https://www.biu.ac.il/article/23704,cooperative,yes,no,none,community;support;student life,The article highlights collaboration and support for students serving in the war.,140
BIU,13.11.2023 | כט חשון,אלישע לאב,https://www.biu.ac.il/article/23701,mixed,yes,no,none,military service;student aid;mental health;medical training,The article highlights both the cooperative effort of a student helping others during military service and the support initiative by the university.,323
BIU,12.11.2023 | כח חשון,90 אלף טון של דיפלומטיה,https://www.biu.ac.il/article/23696,neutral,no,no,none,military;diplomacy,The article is informative about US aircraft carrier operations without highlighting competition or cooperation.,511
BIU,12.11.2023 | כח חשון,איל יונג,https://www.biu.ac.il/article/23686,mixed,no,no,none;war;support The article highlights both the heroic acts of a student and the university's support efforts, but neither theme is dominant.,ERR,384
BIU,12.11.2023 | כח חשון,סתיו וקנין,https://www.biu.ac.il/article/23683,mixed,yes,no,none,student life;war;support;community,The article mentions a support fund for students and highlights resilience and community support,335
BIU,09.11.2023 | כה חשון,פרופ' איתן אוקון,https://www.biu.ac.il/article/23681,mixed,yes,no,none,community;conflict;resilience;research,The article discusses both the challenging community experience during the conflict and the support system within the university.,878
BIU,09.11.2023 | כה חשון,גולן שוקר,https://www.biu.ac.il/article/23679,mixed,yes,yes,industry;military;crisis response;social unity,The article highlights both collaboration in military efforts and the challenges faced, emphasizing unity and resolve.,460
BIU,09.11.2023 | כה חשון,ג'סיקה סקאליסי,https://www.biu.ac.il/article/23678,mixed,yes,yes,inter-university;international,student support;crisis management;social impact;fundraising;advocacy,The article describes both collaborative support efforts for students and individual proactive initiatives,326
BIU,07.11.2023 | כג חשון,56 יוזמות למען הקהילה,https://www.biu.ac.il/article/23653,cooperative,yes,no,inter-university;international,community support;emotional support;education;volunteering;public diplomacy;mental health,The article highlights the university's extensive community support and collaborations during a national crisis.,412
BIU,07.11.2023 | כג חשון,עצרת זיכרון ומיצג לשחרור החטופים,https://www.biu.ac.il/article/23652,mixed,yes,no,none,memorial;protest;community support;hostage crisis,The article includes a community memorial event highlighting collaboration with student association and lacks competitive elements.,203
BIU,27.11.2023 | יד כסלו,שוק חקלאים בקמפוס בר-אילן,https://www.biu.ac.il/article/23651,cooperative,yes,no,inter-university;societal engagement;sustainability,The article highlights a collaborative initiative involving the university and other organizations for a community event.,ERR,72
BIU,05.11.2023 | כא חשון,מטפלים בדובים ומחזקים את הילדים,https://www.biu.ac.il/article/23637,cooperative,yes,no,inter-university,child_welfare;mental_health;community_support,The article highlights a collaborative initiative aimed at supporting children through a joint university effort.,445
BIU,01.11.2023 | יז חשון,"""הפסיקו את מצג השווא בקמפוסים שלכם""",https://www.biu.ac.il/article/23612,neutral,no,no,none,academic discourse;antisemitism;Israeli-Palestinian conflict,The article is informative,927
BIU,29.10.2023 | יד חשון,"האקדמיה קוראת לאו""ם: לפעול לשחרור החטופים",https://www.biu.ac.il/article/23592,cooperative,yes,no,inter-university;international,child rights;international law;academic collaboration;human rights,The article highlights a joint initiative by academics from various universities to call for action from international bodies.,331
BIU,25.10.2023 | י חשון,איך לשמר את האופטימיות של הילדים?,https://www.biu.ac.il/article/23584,cooperative,yes,no,inter-university,childhood trauma;community support;emotional resilience,The article highlights a cooperative forum of experts discussing ways to support children during challenging times.,518
BIU,24.10.2023 | ט חשון,המלחמה מתנהלת גם ברשת,https://www.biu.ac.il/article/23484,neutral,no,no,none,social media;disinformation;misinformation,No signs of competition or collaboration were found.,437
BIU,23.10.2023 | ח חשון,קחו הפוגה עם פודקאסט בר-דעת,https://www.biu.ac.il/podcasts/iron_swords?category=iron_swords,neutral,no,no,none,none,ERR,15
BIU,22.10.2023 | ז חשון,שירותי תרגום לשפת הסימנים בחירום,https://www.biu.ac.il/article/23467,cooperative,yes,no,none,community support;sign language accessibility;volunteering,The article emphasizes collaborative efforts to support various community initiatives by providing sign language translation services.,207
BIU,16.10.2023 | א חשון,בדיקות ראייה למפוני הדרום,https://www.biu.ac.il/article/23455,cooperative,yes,no,industry;international,community service;social responsibility;healthcare,The article highlights a joint effort to provide free eye exams and glasses through donations.,181
BIU,15.10.2023 | ל תשרי,הרצאות העשרה בימי מלחמה,https://www.biu.ac.il/article/23430,neutral,no,no,none,emergency;mental health;community,The article is informative and does not emphasize competition or collaboration.,510
BIU,15.10.2023 | ל תשרי,גיוס המונים לרכישת ציוד רפואי לחזית,https://www.biu.ac.il/article/23426,mixed,yes,yes,industry;military;innovation,The article describes a partnership with the military and highlights the innovative use of portable ultrasound technology for battlefield medical care.,ERR,154
BIU,12.10.2023 | כז תשרי,שירותי תרגום במצבי חירום,https://www.biu.ac.il/article/23412,cooperative,yes,no,inter-university;international,language services;emergency response;community support,The article highlights the collaborative effort to provide translation services for essential needs.,329
BIU,11.10.2023 | כו תשרי,כיצד להתמודד עם שגרת מלחמה?,https://www.biu.ac.il/article/23398,neutral,no,no,none,mental_health;support;crisis_management,No signs of competition or collaboration were found.,332
BIU,08.10.2023 | כג תשרי,קו חם לתמיכה נפשית 03-5318811,https://www.biu.ac.il/article/23379,neutral,no,no,none,mental health;support services,No signs of competition or collaboration were found.,73
BIU,27.09.2023 | יב תשרי,5 דוקטורנטים מהמכון למדעי הנתונים זכו במלגות למצטיינים,https://www.biu.ac.il/article/23317,competitive,no,yes,none,awards;data science;excellence;doctoral studies,The article emphasizes the achievement of prestigious scholarships by the doctoral students.,566
BIU,26.09.2023 | יא תשרי,משפיעים על איכות הסביבה,https://www.biu.ac.il/article/23308,cooperative,yes,no,inter-university,sustainability;recycling;art,The article emphasizes collaborative sustainable efforts involving students,319
BIU,14.09.2023 | כח אלול,איך עיבוד שפה טבעית ישפיע על העולם,https://www.biu.ac.il/article/23233,cooperative,yes,no,inter-university;industry;international,AI;conference;collaboration;research,The article highlights a collaborative initiative involving researchers from multiple universities and industry representatives.,150
BIU,10.09.2023 | כד אלול,משמר מסורות יהודיות עתיקות,https://www.biu.ac.il/article/23194,cooperative,yes,no,international,cultural heritage;jewish studies;translation,The article highlights a collaborative project involving cultural and academic exchange.,283
BIU,07.09.2023 | כא אלול,אנליסטית בתחום הפודטק ומקדמת פרויקטים קהילתיים,https://www.biu.ac.il/article/23182,neutral,no,no,none,career development;personal stories;community engagement,No signs of competition or collaboration were found.,362
BIU,06.09.2023 | כ אלול,מענק ERC לחוקרי בר-אילן בתחומי כימיה והנדסה,https://www.biu.ac.il/article/23166,competitive,no,yes,none,grants;research;innovation;science,The article emphasizes the awarding of prestigious ERC grants highlighting competition and excellence.,481
BIU,05.09.2023 | יט אלול,"3 מדליות זהב וצל""ש לנבחרת ישראל במדעי המחשב",https://www.biu.ac.il/article/23154,competitive,no,yes,none,education;achievements,The article emphasizes the extraordinary achievements of the Israeli delegation,225
BIU,03.09.2023 | יז אלול,מובילה את הקשר בין הסטודנטים לתעשיית הנוירוטק,https://www.biu.ac.il/article/23060,cooperative,yes,no,industry,neuroscience;education;community involvement,The article highlights the student's role in bridging academia and industry through organized events and community leadership.,301
BIU,24.08.2023 | ז אלול,ידיעת ההיסטוריה תשפיע על עיצוב העתיד,https://www.biu.ac.il/article/23022,neutral,no,no,none,education;curriculum,No signs of competition or collaboration were found.,273
BIU,24.08.2023 | ז אלול,מבנה מפואר מימי בית שני נחשף בתל-תבנה,https://www.biu.ac.il/article/23019,cooperative,yes,no,inter-university,archaeology;ancient history,The article highlights joint efforts in an archaeological project involving researchers and students.,380
BIU,23.08.2023 | ו אלול,רישום לקורסים לקראת שנת הלימודים הקרובה,https://www.biu.ac.il/page/13336,neutral,no,no,none,none,ERR,67
BIU,22.02.2024 | יג אדר,משפיע על פיתוח תרופות לסרטן ולמחלות נדירות,https://www.biu.ac.il/article/23007,mixed,yes,yes,industry;inter-university,computational biology;RNA therapies;innovation;collaboration,The article highlights both cooperation with other universities and achievements in innovation and company founding.,347
BIU,20.08.2023 | ג אלול,"שבו, תשמעו סיפור",https://www.biu.ac.il/article/22974,mixed,yes,yes,inter-university,local history;university history;community engagement;military cooperation,The article highlights both historical cooperation in university establishment and unique educational initiatives with military personnel.,345
BIU,16.08.2023 | כט אב,75 קורסים והכשרות בתחומי הבינה המלאכותית,https://www.biu.ac.il/article/22957,mixed,yes,yes,inter-university,artificial intelligence;education;innovation,Article highlights new cooperative AI courses and mentions them as unique and advanced.,319
BIU,16.08.2023 | כט אב,"ברשתות החברתיות יש כוח עצום, לצד הבעיות",https://www.biu.ac.il/article/22954,neutral,no,no,none,research;student life;information science,No signs of competition or collaboration were found.,380
BIU,09.08.2023 | כב אב,הסובלים מחרדה חברתית מועדים לדיכאון,https://www.biu.ac.il/article/22904,neutral,no,no,none,psychology;clinical research;mental health,No signs of competition or collaboration were found.,234
BIU,08.08.2023 | כא אב,מפתח זרזים לייצור אנרגיה נקייה,https://www.biu.ac.il/article/22888,neutral,no,no,none,renewable energy;chemistry;environment,No signs of competition or collaboration were found.,275
BIU,03.08.2023 | טז אב,מפתח תהליכים חקלאיים תוך הגנה על הסביבה,https://www.biu.ac.il/article/22844,neutral,yes,yes,industry;environment;sustainability,The article discusses both environmental cooperation and industry competition in innovation.,ERR,278
BIU,31.07.2023 | יג אב,להקטין את השפעת האנטיביוטיקה על העובר,https://www.biu.ac.il/article/22822,competitive,no,yes,none,grants;microbiome research;maternal health;child development,The article emphasizes the prestigious ERC grant awarded to a highly cited professor.,208
BIU,24.07.2023 | ו אב,פרופ' יונתן רוכמן זכה בפרס Frontiers of Science,https://www.biu.ac.il/article/22783,competitive,no,yes,none,awards;quantum physics;superconductivity,The article emphasizes Prof. Rochman's prestigious award and achievements in theoretical physics.,156
BIU,23.07.2023 | ה אב,מלגת פטור משכר לימוד - ללימודי תעודת הוראה,https://www.biu.ac.il/article/22772,cooperative,yes,no,none,education;teacher training,The article emphasizes the university's commitment to a national effort to address the teacher shortage.,187
BIU,23.07.2023 | ה אב,להבין תהליכים חברתיים ואת האדם בתוכם,https://www.biu.ac.il/article/22771,neutral,no,no,none,education;organizational development,No signs of competition or collaboration were found.,186
BIU,23.07.2023 | ה אב,"הסנט: ""מתנגדים לשינוי משטרי בהליך חד-צדדי""",https://www.biu.ac.il/article/22768,neutral,no,no,none,academic governance;academic freedom;higher education policy,No signs of competition or collaboration were found.,276
BIU,19.07.2023 | א אב,פרופ' סיריל כהן מונה כחבר ההנהלה האקדמית של הקרן הלאומית למדע,https://www.biu.ac.il/article/22731,mixed,no,yes,none,academic_leadership;awards;immunology;research,The article highlights Prof. Cohen's academic appointment and his numerous prestigious awards.,217
BIU,19.07.2023 | א אב,מתנת הנשיא הרצוג לסגנית הנשיא האריס - פאנל סולארי שפותח בבר-אילן,https://www.biu.ac.il/article/22729,cooperative,yes,no,international,green energy;sustainability;innovation,The article highlights a cooperation initiative by presenting a unique solar panel to the U.S. Vice President.,273
BIU,12.07.2023 | כג תמוז,מחקר שמשפיע על כל תחומי החיים,https://www.biu.ac.il/article/22645,mixed,yes,yes,inter-university;industry,psychology;research;career,The article highlights both collaboration with Maastricht University and achievements in organizational psychology.,339
BIU,12.07.2023 | כג תמוז,כלים משפטיים שיקדמו צדק חברתי,https://www.biu.ac.il/article/22642,neutral,no,no,none,laws;unjust enrichment;future impact,No signs of competition or collaboration were found.,160
BIU,04.07.2023 | טו תמוז,האם קיזוז פחמן מפצה על פליטתו?,https://www.biu.ac.il/article/22559,mixed,yes,yes,inter-university,environment;ethics;philosophy,The article discusses both cooperative efforts like carbon offsetting strategies and competitive analysis of their effectiveness and morality.,494
